names	A_loading	AUCs	corrs	color
miR.3176	1	0.377708978328173	-0.21156877588276	Blue
miR.1185	1	0.458204334365325	-0.072308315808032	Blue
miR.4253	1	0.39938080495356	-0.17407557509341	Blue
miR.4781	1	0.430340557275542	-0.120513859680053	Blue
miR.4324	0.0487991854486045	0.442724458204334	-0.0990891735147105	Blue
miR.4304	0.0427763554236863	0.473684210526316	-0.0455274581013534	Blue
miR.133b	0.0375418581501367	0.294117647058823	-0.356185407498824	Blue
miR.6072	0.0372195071426589	0.529411764705882	0.0508836296426892	Red
miR.6718	0.0335353379006887	0.374613003095975	-0.216924947424096	Blue
miR.8088	0.030751121905861	0.390092879256966	-0.190144089717417	Blue
miR.6870	0.00311135790141512	0.665634674922601	0.28655517746146	Red
miR.4539	0.00122437938832618	0.631578947368421	0.227637290506767	Red
miR.4279	0.0158721133014519	0.628482972136223	0.222281118965432	Red
miR.5587	0.00798561229498498	0.622291021671827	0.21156877588276	Red
miR.1	0.0122694104086939	0.613003095975232	0.195500261258753	Red
miR.6796	0.00609749810015692	0.613003095975232	0.195500261258753	Red
miR.3687	0.00749829516022907	0.606811145510836	0.184787918176082	Red
miR.1471	0.00127047852405114	0.606811145510836	0.184787918176082	Red
miR.6825	0.00022233845684821	0.606811145510836	0.184787918176082	Red
miR.1282	0.00748809618945257	0.603715170278638	0.179431746634746	Red
