names	A_loading	AUCs	corrs	color
miR.25	1	0.430340557275542	-0.120513859680053	Blue
miR.185	1	0.43343653250774	-0.115157688138718	Blue
miR.1204	0.0244699513390025	0.417956656346749	-0.141938545845396	Blue
miR.4306	0.0219939602981955	0.46749226006192	-0.0562398011840249	Blue
miR.4736	0.0210238643745316	0.473684210526316	-0.0455274581013534	Blue
miR.1178	0.0207884946927955	0.461300309597523	-0.0669521442666963	Blue
miR.1271	0.0206905870665538	0.448916408668731	-0.088376830432039	Blue
miR.5586	0.0205565458323889	0.46749226006192	-0.0562398011840249	Blue
miR.4653	0.0204928325745014	0.486068111455108	-0.0241027719360107	Blue
miR.205	0.0198566318166164	0.421052631578947	-0.13658237430406	Blue
miR.6870	0.00270915104982388	0.665634674922601	0.28655517746146	Red
miR.4539	0.00375904831067079	0.631578947368421	0.227637290506767	Red
miR.4279	0.00200960051227953	0.628482972136223	0.222281118965432	Red
miR.5587	0.00159482262436212	0.622291021671827	0.21156877588276	Red
miR.6796	0.00821680373664493	0.613003095975232	0.195500261258753	Red
miR.1	0.00598580592009532	0.613003095975232	0.195500261258753	Red
miR.1471	0.00996892250485173	0.606811145510836	0.184787918176082	Red
miR.3687	0.00166180328215907	0.606811145510836	0.184787918176082	Red
miR.6825	0.000497612486091331	0.606811145510836	0.184787918176082	Red
miR.1282	0.0004060368495396	0.603715170278638	0.179431746634746	Red
