names	A_loading	AUCs	corrs	color
miR.573	1	0.637770897832817	0.238349633589439	Red
miR.5739	1	0.637770897832817	0.238349633589439	Red
miR.3908	0.0168103082184199	0.396284829721362	-0.179431746634746	Blue
miR.33a	0.0167354220936293	0.380804953560372	-0.206212604341424	Blue
miR.4475	0.0152152354261808	0.455108359133127	-0.0776644873493677	Blue
miR.5584	0.0146034407181999	0.492260061919505	-0.0133904288533393	Blue
miR.3186	0.0130244667433403	0.479876160990712	-0.034815115018682	Blue
miR.3126	0.0130076067835542	0.541795665634675	0.072308315808032	Red
miR.182	0.0124359027436999	0.430340557275542	-0.120513859680053	Blue
miR.4672	0.0124147029791453	0.368421052631579	-0.227637290506767	Blue
miR.6870	0.00391071148967454	0.665634674922601	0.28655517746146	Red
miR.4539	0.00328921018850753	0.631578947368421	0.227637290506767	Red
miR.4279	0.000412508823501323	0.628482972136223	0.222281118965432	Red
miR.5587	0.00561321554973503	0.622291021671827	0.21156877588276	Red
miR.6796	0.0098496961414367	0.613003095975232	0.195500261258753	Red
miR.1	0.00582116201573287	0.613003095975232	0.195500261258753	Red
miR.1471	0.00651112257563036	0.606811145510836	0.184787918176082	Red
miR.6825	0.00508459905371372	0.606811145510836	0.184787918176082	Red
