names	A_loading	AUCs	corrs	color
miR.454	1	0.373456790123457	-0.21926387772875	Blue
miR.155	1	0.490740740740741	-0.0160436983703963	Blue
miR.33a	1	0.395061728395062	-0.181828581531158	Blue
miR.140	1	0.401234567901235	-0.171132782617561	Blue
miR.18b	1	0.441358024691358	-0.101610089679177	Blue
miR.664a	0.46287081152768	0.425925925925926	-0.128349586963171	Blue
let.7e	0.457157473191	0.367283950617284	-0.229959676642347	Blue
miR.652	0.415896466801178	0.311728395061728	-0.326221866864725	Blue
miR.224	0.346248637984033	0.496913580246914	-0.00534789945679877	Blue
miR.367	0.328282565212192	0.638888888888889	0.240655475555945	Red
miR.876	0.0334355442454693	0.682098765432099	0.315526067951128	Red
miR.4254	0.101850760825734	0.679012345679012	0.310178168494329	Red
miR.7854	0.164543379451279	0.669753086419753	0.294134470123932	Red
miR.4251	0.146319277579368	0.645061728395062	0.251351274469542	Red
miR.4426	0.0471481458873705	0.638888888888889	0.240655475555945	Red
miR.6838	0.0419260030331865	0.62962962962963	0.224611777185548	Red
miR.5091	0.039596453274134	0.595679012345679	0.165784883160762	Red
miR.4737	0.0200609904874995	0.537037037037037	0.0641747934815853	Red
miR.4632	0.0275909679477463	0.533950617283951	0.0588268940247865	Red
